master,episode,reset_seed,COND_J,DENSE_J,COND_minus_DENSE
8241,0,824102000,0.05872179830261669,0.062428184411177166,-0.003706386108560479
8241,1,824102001,0.054987860495344924,0.04242972114486973,0.012558139350475193
8241,2,824102002,0.09987021214356409,0.02307474156133107,0.07679547058223302
8241,3,824102003,0.09957126417314709,0.05378244313953396,0.04578882103361313
8241,4,824102004,0.030494228565829135,0.03845453316336696,-0.007960304597537823
8241,5,824102005,0.07279073505727907,0.04751787159718133,0.025272863460097737
8241,6,824102006,0.06079032983469738,0.04624761287693938,0.014542716957757995
8241,7,824102007,0.06868529093883097,0.043244805887071115,0.025440485051759852
8241,8,824102008,0.018582769650351244,0.051342176284950865,-0.03275940663459962
8241,9,824102009,0.055662608788197454,0.05788774859393718,-0.002225139805739726
8241,10,824102010,0.017919298998145573,0.0424658255909818,-0.024546526592836224
8241,11,824102011,0.06024520748061466,0.032905390673336914,0.027339816807277748
8241,12,824102012,0.06072466943838998,0.04078762800517427,0.01993704143321571
8241,13,824102013,0.022680649630853474,0.01514176844218473,0.007538881188668745
8241,14,824102014,0.05652070620130159,0.05177531068710675,0.004745395514194839
8241,15,824102015,0.0932879740415504,0.042829992795117025,0.05045798124643337
8241,16,824102016,0.04470164510355807,0.02875512945199675,0.01594651565156132
8241,17,824102017,0.06797245084387439,0.06677578877889456,0.0011966620649798282
8241,18,824102018,0.048315598927626685,0.027527633236380345,0.02078796569124634
8241,19,824102019,0.01585828802345668,0.014436237660737882,0.001422050362718797
8241,20,824102020,0.05239085457310907,0.07193290881456908,-0.019542054241460015
8241,21,824102021,0.03556258528685127,0.030812455409864888,0.004750129876986385
8241,22,824102022,0.07819019224567436,0.056860022162507934,0.021330170083166428
8241,23,824102023,0.06821009054308033,0.016634590051031902,0.051575500492048426
8241,24,824102024,0.05014098874240784,0.013775785006021116,0.03636520373638673
8241,25,824102025,0.06158880432534705,0.03765279928977233,0.02393600503557472
8241,26,824102026,0.08091237889110878,0.036532222192915104,0.044380156698193673
8241,27,824102027,0.07845101359040792,0.05438204736423323,0.024068966226174687
8241,28,824102028,0.02288384477943628,0.043199248962863555,-0.020315404183427276
8241,29,824102029,0.047095027608335865,0.03585944226925479,0.011235585339081075
8241,30,824102030,0.060207695335520305,0.04998702981196608,0.010220665523554225
8241,31,824102031,0.05171175396574564,0.03416659696289122,0.017545157002854424
